dc:identifier,dc:title,dc:subject1,is part of,dc:description,dc:date,dc:spatial,dc:language,dc:interviewee,dc:interviewer,dc:performer,dc:performer,dc:performer,dc:performer,dc:performer,dc:contributor (recordist),dc:contributor (speaker),dc:extent,dc:subject2,dc:subject3,dc:subject4,dc:subject4
C1002X0080XX-1200,Strolling round the town,1CDR0010650 (copy of C1002/80),Keith Summers Collection,"Item notes: First line: Now a birthday comes but once a year and it's eveyones delight, to keep it up, to keep it up. Roud Folk Song Index No. 13322. Recording notes: Low recording level. ",1971-09,"Unidentified folk club, Sussex [?], England, UK",,,,"Belton, George,  1898-1980 (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:53,,,,
C1002X0032XX-0400,Somerset Fair,1CDR0007371 (copy of C1002/32),Keith Summers Collection,"Item notes: First line: Now down in Somersetshire, we had some wonderful doings last Saturday at our annual fair. Recorded during a lively pub session. Not located in Roud. Recording notes: Over recorded. ",4/25/1971,"Hare and Hounds, Framlingham, Suffolk, England, UK",,,,"List, Fred (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:54,,,,
C1002X0078XX-3900,Whizz bang lane,1CDR0010646 (copy of C1002/78),Keith Summers Collection,Item notes: First line: Now I went for a walk up the firing line with the Sargent the other night. ,1974,"A public house in Framlingham, Suffolk, England, UK",,,,"Brabbing, Bill 'Dodger', (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:15,,,,
C1002X0078XX-0400,Bluebells of Scotland [I love my Jean],1CDR0007357 (copy of C1002/77),Keith Summers Collection,"Item notes: First line: Now in a nice wee housie on the banks of Loch Lomond. Preceded and followed by conversation. Roud Folk Song Index No. 0. Performer notes: From Debach, Suffolk. age 94. Recording notes: Fluctuating recording levels. ",1974-01,"Little Glemham, Suffolk, England, UK",,,,"Knights, Jimmy, 'Holy Jim',  1880 - (singer, male)",,,,,"Summers, Keith (recordist)",,00:03:08,,,,
C1002X0089XX-3100,Cocky-ocky-ocky-doodle-doo,1CDR0010662 (copy of C1002/89),Keith Summers Collection,"Item notes: First line: Oh I don't need a knocker up, I don't need a clock. Short ditty. Possibly the same song as 'Every morning' (Roud Folk Song Index No. 10733). Recording notes: Mono. ",1973,"Worlingworth Swan, Worlingworth, Suffolk, England, UK",,,,Arthur,,,,,"Summers, Keith (recordist)","Brightwell, William ('Jumbo'), 1900- (male)",00:01:21,,,,
C1002X0089XX-3300,Oh Paddy she was my darling,1CDR0010662 (copy of C1002/89),Keith Summers Collection,"Item notes: First line: Oh Paddy she was my darling, Oh Paddy she was my duck. Short ditty. Recording notes: Mono. ",1973,"Worlingworth Swan, Worlingworth, Suffolk, England, UK",,,,Arthur,,,,,"Summers, Keith (recordist)",,00:04:04,,,,
C1002X0080XX-1400,Mixed up old man,1CDR0010650 (copy of C1002/80),Keith Summers Collection,Item notes: First line: Oh there isn't much fun for a mixed up old man and the older I get the more mixed up I am. Tune: Threshing machine. Recording notes: Very low recording level. ,1971-09,"Unidentified folk club, Sussex [?], England, UK",,,,"Belton, George,  1898-1980 (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:47,,,,
C1002X0078XX-2400,It won't last very very long,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Item notes: First line: One fine night I tottered to a dance, what the people call a Cinderella. Followed by conversation. Performer notes: From Debach, Suffolk. age 94. Recording notes: Sound becomes muffled at a number of places. ",1974-04,"Little Glenham, Suffolk, England, UK",,,,"Knights, Jimmy, 'Holy Jim',  1880 - (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:23,,,,
C1002X0087XX-1700,The bonny hawthorne,1CDR0010659 (copy of C1002/87),Keith Summers Collection,Item notes: First line: One midsummers morn when all nature looked gay.. ,ca. 1972,"Benfleet Folk Club, South Benfleet, Essex, England, UK",,,,Oak,,,,,"Summers, Keith (recordist)",,00:01:08,,,,
C1002X0080XX-0300,Our sheepshearing done [Feast song],1CDR0010650 (copy of C1002/80),Keith Summers Collection,Item notes: First line: Our sheepshearings done to our master we come who enjoins us to sport as we please. Refrain: Our sweet pretty dairymaids praise. Roud Folk Song Index No. 1379. Recording notes: Low recording level. ,1971-09,"Unidentified folk club, Sussex [?], England, UK",,,,"Blake, Bob (singer, male)",,,,,"Summers, Keith (recordist)",,00:00:56,,,,
C1002X0078XX-3200,Rocking alone in an old rocking chair,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Item notes: First line: Sitting alone in an old rocking chair. Followed by general conversation. Performer notes: From Debach, Suffolk. age 94. Recording notes: Recording becomes muffled during the last verse. ",1974,"A public house in Framlingham, Suffolk, England, UK",,,,"King, Jimmy (singer, male)",,,,,"Summers, Keith (recordist)","Nesling, Harkie, 1890- (male)",00:00:36,,,,
C1002X0078XX-3500,Goodbye Bill forever more,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Item notes: First line: So, so goodbye Bill forever more, my boozing days will soon be o'er. Partly a parody of: Died for love (Roud folk Song Index No. 60 / Laws Ballad No. P25). Performer notes: From Debach, Suffolk. age 94. Recording notes: Recording muffled during the first verse. ",1974,"A public house in Framlingham, Suffolk, England, UK",,,,"King, Jimmy (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:42,,,,
C1002X0078XX-1500,Old County Down [Wings of a swallow],1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Item notes: First line: Sure if I had the wings of a swallow. Roud Folk Song Index No. 13214. Performer notes: From Debach, Suffolk. age 94. Recording notes: Recording level fluctuates. ",1974-04,"Little Glenham, Suffolk, England, UK",,,,"Knights, Jimmy, 'Holy Jim',  1880 - (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:35,,,,
C1002X0078XX-1700,You can look but you mustn't touch,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Item notes: First line: When I was a boy a mischievous young elf. Performer notes: From Debach, Suffolk. age 94. Recording notes: Recording level fluctuates. ",1974-04,"Little Glenham, Suffolk, England, UK",,,,"Knights, Jimmy, 'Holy Jim',  1880 - (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:51,,,,
C1002X0078XX-3000,Broken wings,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Item notes: First line: With broken wings no bird can fly. Followed by conversation during which he quotes a verse of: The workhouse door (see C26). Performer notes: From Debach, Suffolk. age 94. ",1974-04,"Little Glemham, Suffolk, England, UK",,,,"Knights, Jimmy, 'Holy Jim',  1880 - (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:01,,,,
C1002X0078XX-0600,He's Moved In A Bigger House Now,1CDR0007357 (copy of C1002/77),Keith Summers Collection,"Item notes: First line; Now there is a bloke who's name is Curley Williams. Followed by a brief discussion about the tune and other dances. Preceded and followed by conversation. Performer notes: From Debach, Suffolk. age 94. Recording notes: Song recorded by Nat Travers. Fluctuating recording levels, levels drop badly after one of the living-room clock chimes. ",1974-01,"Little Glemham, Suffolk, England, UK",,,,"Knights, Jimmy, 'Holy Jim',  1880 - (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:15,,,,
C1002X0017XX-1400,Sultan's polka,1CDR0007366 (copy of C1002/17),Keith Summers Collection,"Item notes: First section a variant of - The Heel and toe polka. Performer notes: From Bedfield, Suffolk. Age 85. Accompanies his songs with the violin in both bowed and plucked (Mandolin) style. ",02/08/1971,"Bedfield, Suffolk, England, UK",,,,"Nesling, Harkie, 1890 - (fiddle)",,,,,"Summers, Keith (recordist)",,00:00:38,violin,,,
C1002X0005XX-0300,Have you been lonely,1CDR0007362 (copy of C1002/5),Keith Summers Collection,"Item notes: First section of a medley. Performer notes: Of Framlingham, Suffolk. ",11/28/1970,"Framlingham, Suffolk, England, UK",,,,"List, Fred (accordion)",,,,,"Summers, Keith (recordist)",,00:02:38,accordion,,,
C1002X0051XX-0700,Keep right on to the end of the road,1CDR0007342 (copy of C1002/51),Keith Summers Collection,Item notes: First section of a medley. Roud Folk Song Index No. 0. ,ca. 1976 to 1978,"Saxmundham, Suffolk, England, UK",,,,"Woolnough, George  (melodeon)",,,,,"Summers, Keith (recordist)",,00:00:48,melodeon,,,
C1002X0010XX-0200,Rambleaway,1CDR0007364 (copy of C1002/10),Keith Summers Collection,"Item notes: First two verses repeated at the end. Roud Folk Song Index No. 171. Performer notes: From Little Glemham, Suffolk. Later based at Leiston. ",02/01/1971,"Leiston, Suffolk, England, UK",,,,"Brightwell, William ('Jumbo'), 1900-",,,,,"Summers, Keith (recordist)",,00:01:59,,,,
C1002X0010XX-0300,Derby Miller,1CDR0007364 (copy of C1002/10),Keith Summers Collection,"Item notes: First verse repeated at the end. Roud Folk Song Index No. 138. Laws Ballad No. Q21. Performer notes: From Little Glemham, Suffolk. Later based at Leiston. ",02/01/1971,"Leiston, Suffolk, England, UK",,,,"Brightwell, William ('Jumbo'), 1900-",,,,,"Summers, Keith (recordist)",,00:01:12,,,,
C1002X0021XX-0500,Bold General Wolfe,1CDR0004916 (copy of C1002/21),Keith Summers Collection,"Item notes: First verse repeated. Roud Folk Song Index No. 624. Performer notes: From Benhall, Suffolk. Gamekeeper at Eastbridge, later based in Nottinghamshire. ",03/07/1971,"Newark, Nottinghamshire, England, UK",,,,"Bloomfield, Alec (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:01,,,,
C1002X0078XX-4200,The workhouse door,1CDR0010646 (copy of C1002/78),Keith Summers Collection,"Item notes: First verse: 'Twas bitter cold one winters night, in London street's I saw a sight, an aged pair came toddling by and as they passed I heard a sigh'. Possibly a version of Roud Folk Song Index No. 13679 (Hobbling off to the workhouse door). Recording notes: Recording muffled during the first verse. ",1974,"A public house in Framlingham, Suffolk, England, UK",,,,"King, Jimmy (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:05,,,,
C1002X0055XX-0400,Waltzes,1CDR0007342 (copy of C1002/55),Keith Summers Collection,"Item notes: First waltz titled - Oscar's Waltz. Performer notes: From Yoxford and Leiston, Suffolk. Grandson of Charlie Phillpott. Recording notes: Badly over recorded which has caused substantial distortion in the right channel. For playback purposes only the left channel (split to both channels) has been used. Thus the transfer is in mono.. ",ca. 1978,"Leiston [?], Suffolk, England, UK",,,,"Reeder, Reg, 1943- (dulcimer)",,,,,"Summers, Keith (recordist)",,00:01:47,dulcimer,,,
C1002X0085XX-0100,Maid and the Magpie,1CDR0010656 (copy of C1002/85),Keith Summers Collection,Item notes: Followed by a few minutes of general conversation. Roud Folk Song Index No. 1532. ,ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Poacher, Cyril,  1910-1999 (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:36,,,,
C1002X0085XX-1600,It's only a leaf and a token,1CDR0010656 (copy of C1002/85),Keith Summers Collection,Item notes: Followed by a few seconds of 'Souvenirs' before the recording is stopped.. ,ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Ling, Geoff, 1916- (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:43,,,,
C1002X0099XX-1100,Unidentified dance tune,1CDR0010672 (copy of C1002/99),Keith Summers Collection,"Item notes: Followed by a few seconds of the succeeding disco. Recorded at a lively dance. Performer notes: London based Caribbean string band. Band consists of 'Theodore' (violin), 'Little George' (shak-shak), two banjoists, two guitarists and a drummer. Ages range from 80 ('Little George') to 18 (drummer) but most are in their mid 50's and primarily ex St. Lucians living in either Luton or East London.. ",1986-03,"Club Row, Bethnal Green, London, England, UK",,,,Sunshine Violin Band,,,,,"Summers, Keith (recordist)",,00:01:14,,,,
C1002X0016XX-1300,Heel and toe polka,1CDR0007366 (copy of C1002/16),Keith Summers Collection,Item notes: Followed by a pause in the recordings. ,02/07/1971,"Worlingworth, Suffolk, England, UK",,,,"Whatling, Walter ('Font') 1919- (melodeon)",,,,,"Summers, Keith (recordist)",,00:02:44,melodeon,,,
C1002X0012XX-0200,Botany Bay,1CDR0007364 (copy of C1002/12),Keith Summers Collection,"Item notes: Followed by a retake of the first verse. Roud Folk Song Index No. 261. Laws Ballad No. L16a/L16b. Performer notes: From Little Glemham, Suffolk. Later based at Leiston. ",02/01/1971,"Leiston, Suffolk, England, UK",,,,"Brightwell, William ('Jumbo'), 1900-",,,,,"Summers, Keith (recordist)",,00:01:24,,,,
C1002X0016XX-0500,Pigeon on the gate / Sailors hornpipe [?],1CDR0007366 (copy of C1002/16),Keith Summers Collection,Item notes: Followed by brief discussion of the first tune. ,02/07/1971,"Worlingworth, Suffolk, England, UK",,,,"Whatling, Walter ('Font') 1919- (melodeon)",,,,,"Summers, Keith (recordist)",,00:01:38,melodeon,,,
C1002X0078XX-2700,Out with my gun in the morning,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Item notes: Followed by conversation about Charlie Baldry. Song learnt from Charlie Baldry. Roud Folk Song Index No. 1847. Performer notes: From Debach, Suffolk. age 94. ",1974-04,"Little Glemham, Suffolk, England, UK",,,,"Knights, Jimmy, 'Holy Jim',  1880 - (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:03,,,,
C1002X0078XX-6400,When Irish eyes are smiling,1CDR0010646 (copy of C1002/78),Keith Summers Collection,Item notes: Followed by conversation about the string band that he used to be a member of.. ,1974,"Woodbridge, Suffolk, England, UK",,,,"Austin, 'Spanker' (fiddle, singer, male)",,,,,"Summers, Keith (recordist)",,00:01:04,violin,,,
C1002X0087XX-0800,Bingle bangle bungle I don't want to leave the jungle,1CDR0010659 (copy of C1002/87),Keith Summers Collection,Item notes: Followed by conversation and the beginning of a tune before the recording was stopped.. ,ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Unidentified (singer, male)",,,,,"Summers, Keith (recordist)",,00:00:46,,,,
C1002X0089XX-5800,I'll pretend,1CDR0010663 (copy of C1002/89),Keith Summers Collection,Item notes: Followed by conversation. Recording notes: Mono. Over-recorded. Mains hum (during the conversation). ,1973,"Worlingworth Swan, Worlingworth, Suffolk, England, UK",,,,"Unidentified (singer, female)",,,,,"Summers, Keith (recordist)",,00:00:21,,,,
C1002X0068XX-0300,The fair of Rosslee,1CDR0007353 (copy of C1002/68),Keith Summers Collection,Item notes: followed by conversation. Roud Folk Song Index No. 12935. ,ca. 1975 to 1978,"Suffolk, England, UK?",,,,"McDermott, Phil (singer, male)",,,,,"Summers, Keith (recordist)",,00:01:21,,,,
C1002X0087XX-0100,Maggie May,1CDR0010659 (copy of C1002/87),Keith Summers Collection,Item notes: Followed by conversation. Roud Folk Song Index No. 1757. ,ca. 1972,"The Blaxhall Ship, Blaxhall, Suffolk, England, UK",,,,"Ling, Geoff, 1916- (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:37,,,,
C1002X0078XX-5300,Mary Ann,1CDR0010646 (copy of C1002/78),Keith Summers Collection,Item notes: Followed by conversation. Roud Folk Song Index No. 5391. Performance notes: Song played on the fiddle and then sung.. ,1974,"Woodbridge, Suffolk, England, UK",,,,"Austin, 'Spanker' (fiddle, singer, male)",,,,,"Summers, Keith (recordist)",,00:01:17,violin,,,
C1002X0078XX-2100,Duck foot Sue,1CDR0010645 (copy of C1002/78),Keith Summers Collection,"Item notes: Followed by conversation. Roud Folk Song Index No. 9553. Performer notes: From Debach, Suffolk. age 94. ",1974-04,"Little Glenham, Suffolk, England, UK",,,,"Knights, Jimmy, 'Holy Jim',  1880 - (singer, male)",,,,,"Summers, Keith (recordist)",,00:02:09,,,,
C1002X0088XX-5700,Unidentified Tune,1CDR0010661 (copy of C1002/88),Keith Summers Collection,Item notes: Followed by conversation.. ,ca. 1971,"Framlingham, Suffolk, England, UK",,,,"Smith, Ernie (melodeon)",,,,,"Summers, Keith (recordist)",,00:02:47,melodeon,,,
C1002X0088XX-5900,Unidentified Tune,1CDR0010661 (copy of C1002/88),Keith Summers Collection,Item notes: Followed by conversation.. ,ca. 1971,"Framlingham, Suffolk, England, UK",,,,"Smith, Ernie (melodeon)",,,,,"Summers, Keith (recordist)",,00:03:37,melodeon,,,
C1002X0088XX-6200,Unidentified Tune,1CDR0010661 (copy of C1002/88),Keith Summers Collection,Item notes: Followed by conversation.. ,ca. 1971,"Framlingham, Suffolk, England, UK",,,,"Smith, Ernie (melodeon)",,,,,"Summers, Keith (recordist)",,00:01:33,melodeon,,,
C1002X0016XX-1000,Mick's tune,1CDR0007366 (copy of C1002/16),Keith Summers Collection,Item notes: Followed by discussion about the tune. ,02/07/1971,"Worlingworth, Suffolk, England, UK",,,,"Whatling, Walter ('Font') 1919- (melodeon)",,,,,"Summers, Keith (recordist)",,00:02:12,melodeon,,,
